Product Name,Over_All_Rating,Price,Date,Rating,Name,Comment
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,8 July 2025,5,Mahmudul Hasan,Best fit with light weight material. Perfect for formal events and an elegant look. 
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,26 Oct 2024,5,Myntra Customer,I like this product. It has very nice and soft fabric with light shine. 
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,25 Mar 2026,5,Myntra Customer,The Fit is awesome. The Colour is rich and looks classy with a black Tshirt
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,27 July 2025,5,Prabhjit Sondh,Very comfortable and stretchable color is little light not deep blue but dark sky blue we can say.
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,11 Dec 2025,5,Ashish Gupta,"Nice Product !!

Bought for corporate event purpose solved !!"
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,24 Feb 2024,4,Nagarjuna,"Fabric and stitching are good except the little lengthy hands
"
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,13 Oct 2024,5,Navneet Kumar,"blazer I recently purchased is truly good. The fit is perfect, and the fabric is of high quality."
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,11 Mar 2026,4,Dikshant Sharma,Smooth cloth and but can't say value for money!!
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,8 Feb 2026,4,Gaurav Bhatia,Fabric is good but country of origin is bangladesh
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,26 Sept 2024,5,Nishant Singh, 
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,1 Mar 2026,5,Shiwani Manral,The fabric quality is as expected.. nice elegant look❤️
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,18 Oct 2025,4,Poonam,Fabric is very good. Looks royal. Nice blazer
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,24 Oct 2025,3,Piyush,Quality is good but size was a bit big returning it but but a good purchase if it fits you
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,10 Oct 2024,5,Sharan Puthran,Good fitting and fabric is really good. Recommended
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,27 July 2025,5,Prabhjit Sondh,Very comfortable and stretchable excellent quality and it’s deep black 
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,21 Aug 2024,4,Saurabh Kohli,Good. As expected from a reputed brand
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,21 Sept 2025,5,Myntra Customer,Its expensive 😩 but classy and perfect for formal occasion 
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,15 Nov 2024,5,Sk,"Had a good experience with arrow products and blazer 
"
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,23 Jan 2026,5,Myntra Customer,Very good febric very good fitting i really like it the most.
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,21 Mar 2024,4,Biplab Paul,"Good 😊
"
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,24 Oct 2025,5,Anindya,Mind Blowing Top Quality Loved It Perfect Fitting ❤️
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,8 Mar 2025,5,Manali,Good fit and great quality product. Fabric is excellent 
Buy Arrow Men Slim Fit Notched Lapel Long Sleeves Single Breasted Blazer  - Blazers for Men 26893604 | Myntra,4.2,₹3599,5 Nov 2025,4,Santanu Chakraborty,The product is good very good 
